country_code_1,country_code_2,capital_dist_meters,centroid_dist_meters
AE,DZ,5041170.439977647,5085929.398170368
AR,DZ,10175059.99538867,9868925.979420103
AT,DZ,1674878.121514354,2331962.573024887
AU,DZ,16996770.131111015,15274260.34311812
BA,DZ,1518466.7099164294,2239771.4568081894
BE,DZ,1568515.1627701616,2543190.6225712243
BG,DZ,1850568.7939968987,2586338.650297414
BH,DZ,4614075.626715023,4686862.076496064
BR,DZ,7922004.471795872,7537683.510347064
BY,DZ,2679149.9112969907,3458881.6224697656
CA,DZ,6410245.318941149,7822932.751777585
CH,DZ,1189986.2812872133,2159512.0273075793
CL,DZ,10929151.808122838,10171641.827210262
CO,DZ,8563672.324026633,8336434.894505161
CZ,DZ,1740081.9928213551,2627455.899464328
DE,DZ,1930568.7132588476,2690231.6853104956
DK,DZ,2224466.0218829066,3166582.041369578
DZ,DZ,0,0
EE,DZ,2965046.8010012046,3875398.3217081022
EG,DZ,2714396.9467566353,2662939.4319045553
ES,DZ,713790.0400297757,1482568.5966434423
FI,DZ,3033693.6638995046,4330281.938420905
FR,DZ,1347049.8266489166,2005678.0463712623
GB,DZ,1660605.6564512248,2950091.4390666047
GR,DZ,1831479.6471627895,2139916.1320622116
HK,DZ,10274222.899833286,NA
HR,DZ,1473123.0581711098,2207639.2132067224
HU,DZ,1777483.0485296028,2581457.1800186126
ID,DZ,11658538.914808635,12926341.083905058
IE,DZ,1979027.3964448287,2926859.328071897
IL,DZ,2997251.942241218,3082440.3144552796
IN,DZ,6838016.112706083,7468562.1450804025
IQ,DZ,3762990.5083361915,3946994.5920423996
IT,DZ,993193.3471219117,1873638.455267
JO,DZ,3054266.516669058,3203043.900612981
JP,DZ,10816719.666555598,11493418.884076584
KH,DZ,10283493.089959932,10486448.165581996
KR,DZ,9953211.370133702,10765862.805432204
KW,DZ,4233573.835346156,4343536.727887843
KZ,DZ,5497538.440316315,5925798.890590417
LT,DZ,2616521.855837467,3536799.096649208
LV,DZ,2738310.7313930294,3662605.5536643467
MA,DZ,946827.5109627692,890148.5842618875
MK,DZ,1685032.878990888,2309551.130968455
MX,DZ,9765178.525667429,10190474.224285988
MY,DZ,10578008.818267228,11788841.251275005
NL,DZ,1742620.0854476197,2736832.3983540614
NO,DZ,2634236.5176871964,3819961.3974111485
NZ,DZ,19165045.124708686,18278644.921743512
OM,DZ,5459514.306796386,5482512.579824729
PE,DZ,9957262.435413824,9479849.726291502
PH,DZ,11381015.336249473,12039044.412152203
PK,DZ,6227928.052775377,6429486.439538183
PL,DZ,2225640.3483115183,3022632.579500523
PT,DZ,1093014.6251968155,1632887.113319851
QA,DZ,4743325.609951949,4773407.996647338
RO,DZ,2118311.879825247,2781671.4193882314
RS,DZ,1717871.2595723073,2397573.5979485167
RU,DZ,3340090.99442176,7719231.017814335
SA,DZ,4355554.074833214,4177256.9899559454
SE,DZ,2734414.881135609,3886973.171077521
SG,DZ,10892861.102899324,11006226.340637278
SI,DZ,1406530.4211547177,2294533.796762831
SK,DZ,1711089.1321929265,2701455.0398533815
TH,DZ,9756884.66648545,9906681.578694483
TR,DZ,2613781.768110463,3186026.422426937
TW,DZ,10607556.913070412,11223271.84634352
UA,DZ,2662327.532071923,3403745.6252459954
US,DZ,6799465.938340948,8964228.801966947
VN,DZ,9705054.967854436,10570430.466834312
ZA,DZ,7441448.889357359,6904254.578668454
AE,EE,4521805.234757113,4472260.097471721
AR,EE,12916755.885971026,13207069.259923017
AT,EE,1362221.5346080957,1543915.7168685626
AU,EE,15257404.46230217,13463604.410844943
BA,EE,1788244.565266491,1733209.6065952384
BE,EE,1603356.5557224774,1663692.7210072696
BG,EE,1867175.630678003,1782438.8766275204
BH,EE,4200452.791609679,4136224.2361191013
BR,EE,10582445.669875527,10462391.491689295
BY,EE,638988.6308116821,679340.9317461431
CA,EE,6315000.731149873,5867531.674614518
CH,EE,1795621.6973955552,1788173.028638338
CL,EE,13465961.440149965,13233406.21966469
CO,EE,10071591.817006823,10093455.791671468
CZ,EE,1231492.1960396424,1249168.7663223152
DE,EE,1043190.798166054,1284664.4695219058
DK,EE,836837.8996065038,1010630.1879374502
DZ,EE,2965046.8010012046,3875398.3217081022
EE,EE,0,0
EG,EE,3307268.0332112536,3575655.7393466476
ES,EE,2896282.1049719257,2982313.3291147454
FI,EE,82030.96722309511,556597.4539663672
FR,EE,1860424.7017140999,2155444.956634281
GB,EE,1782723.2598657575,1906959.073671216
GR,EE,2390001.5522801727,2244501.6370696942
HK,EE,7864784.696402914,NA
HR,EE,1626702.931010233,1694529.2039419105
HU,EE,1378749.1401233673,1393631.977609395
ID,EE,10166328.640436556,10724964.97497639
IE,EE,2005402.0143991555,2191853.9257853543
IL,EE,3176735.599703039,3131149.977451911
IN,EE,5213871.643176586,5932372.358168545
IQ,EE,3248375.4184137424,3188130.728473585
IT,EE,2128125.1776764444,2014655.0261745667
JO,EE,3171634.258410452,3206875.902837312
JP,EE,7891589.639050752,7753489.060815232
KH,EE,8356612.746463777,8151624.371813683
KR,EE,7117144.495651203,7156487.534331615
KW,EE,3779333.898129414,3676202.464089537
KZ,EE,3029245.626392007,2975970.384551291
LT,EE,528623.7128545681,354696.561774506
LV,EE,277273.92377136374,230314.6645968305
MA,EE,3648791.987901656,3789617.4289294677
MK,EE,1954461.6423893159,1931082.6997447258
MX,EE,9896558.593174603,9744155.03121418
MY,EE,8981395.499618262,9579581.776162993
NL,EE,1458957.8444105801,1452174.9472903395
NO,EE,786581.295648163,935500.7991116906
NZ,EE,17148134.136090886,17133779.54900469
OM,EE,4780537.0258893445,4898123.860731333
PE,EE,11839807.79341012,11658732.857333468
PH,EE,8968266.43798085,9120524.870592203
PK,EE,4519867.565588784,4615142.281507911
PL,EE,832065.6473354441,865408.0886228171
PT,EE,3314757.095993489,3227231.377741917
QA,EE,4328715.563510108,4214997.123756079
RO,EE,1672310.551874574,1448697.576514287
RS,EE,1651147.9201882214,1704188.8173603076
RU,EE,869271.1426440071,3960674.984445511
SA,EE,4235333.720411685,4065844.467800423
SE,EE,378170.63221512723,688045.4588023575
SG,EE,9279995.574764038,9192046.102843178
SI,EE,1636892.4376877737,1592405.471578633
SK,EE,1349622.0260094327,1225612.7795442338
TH,EE,7901626.597107935,7676878.865959458
TR,EE,2245123.867041628,2308411.0267157643
TW,EE,8006032.106427638,8024278.425876559
UA,EE,1067966.243109559,1179245.1468470478
US,EE,6968462.987232696,7910750.403412222
VN,EE,7515800.476527184,8015568.4569638185
ZA,EE,9486486.899132587,9907434.680601347
AE,EG,2365729.7230630433,2430679.8781104367
AR,EG,11827398.640584152,11998235.083611906
AT,EG,2385796.5685073934,2690845.9052090687
AU,EG,14282428.83705431,12649505.526675351
BA,EG,1910002.2199889605,2207819.322389249
BE,EG,3213047.0233303937,3443407.6554969735
BG,EG,1574008.1408851575,1837618.6971164627
BH,EG,1942725.9728125476,2043083.5288241014
BR,EG,9888509.05605071,10033794.226400562
BY,EG,2671683.058253691,2899055.792557489
CA,EG,8867177.07764174,9178834.280764312
CH,EG,2778892.35332229,2942661.715613007
CL,EG,12818134.359504817,12465192.665680205
CO,EG,11223622.530252654,10999300.249900296
CZ,EG,2635899.377473771,2838659.4259438156
DE,EG,2895112.888983025,3181557.4520023246
DK,EG,3210379.3890457097,3603846.5151603455
DZ,EG,2714396.9467566353,2662939.4319045553
EE,EG,3307268.0332112536,3575655.7393466476
EG,EG,0,0
ES,EG,3355218.0647946894,3444555.254988043
FI,EG,3384843.522557447,4128894.3557043164
FR,EG,3214170.3507535867,3248600.501056876
GB,EG,3513791.1746593164,4088686.203887909
GR,EG,1121022.6250200944,1528851.2683619887
HK,EG,8149898.1680935705,NA
HR,EG,2198632.3104684656,2398127.1011758703
HU,EG,2204881.1345559447,2392616.161218015
ID,EG,8991535.716650316,10271189.4244974
IE,EG,3976751.130769942,4259989.321075451
IL,EG,424693.3934785409,680836.7199842077
IN,EG,4433999.430559344,4833887.457989811
IQ,EG,1300184.904682562,1504038.5287296472
IT,EG,2133632.512912258,2348897.654824346
JO,EG,493554.44267700793,734296.3294011574
JP,EG,9579914.541200303,9737404.38400363
KH,EG,7813720.358163823,7895206.403801711
KR,EG,8494392.949865485,8862211.031141898
KW,EG,1618690.8481074523,1760872.5390049282
KZ,EG,4055343.707079021,4027257.489843553
LT,EG,2784256.2378014433,3263993.2453474514
LV,EG,3046475.718488184,3363065.969438663
MA,EG,3600596.9121540925,3421369.842129319
MK,EG,1591824.8535375067,1805201.253889964
MX,EG,12383104.198418498,12445853.57665469
MY,EG,7963733.790956414,9148683.937114974
NL,EG,3285976.3508571144,3481041.990695892
NO,EG,3659687.449147005,4168484.3239696645
NZ,EG,16541631.76194221,16373302.774637235
OM,EG,2796636.066933275,2819728.6750340015
PE,EG,12439530.505299201,12101002.223765878
PH,EG,9183865.161806596,9560237.257044198
PK,EG,3945995.6022289596,3907849.980983165
PL,EG,2609781.133044373,2906216.03116119
PT,EG,3800677.4041128447,3767593.01566197
QA,EG,2063110.6103707557,2125646.6089788056
RO,EG,1663633.4468522803,2160737.572368767
RS,EG,1895046.495533261,2057598.5219960927
RU,EG,2903730.6325491574,6338368.90413993
SA,EG,1646546.3969422148,1516274.9445171366
SE,EG,3406952.8679650463,4051976.3232677807
SG,EG,8274235.4818599345,8345520.8478450095
SI,EG,2297695.421043412,2510078.1712115468
SK,EG,2346729.7672766917,2576802.5499317823
TH,EG,7276892.521498148,7311273.385854358
TR,EG,1108310.3250189454,1417873.7306115688
TW,EG,8675085.420708416,8926274.5578171
UA,EG,2268397.8573887805,2455084.6170153236
US,EG,9357513.135809766,10888442.461067807
VN,EG,7432825.142004867,8030100.656084491
ZA,EG,6218917.348367719,6359495.537414542
AE,ES,5630359.80462226,5652872.017756516
AR,ES,10055997.830182109,10286092.054284055
AT,ES,1812018.2735530701,1611689.265562352
AU,ES,17594254.04121393,15886913.161573766
BA,ES,1857157.030677596,1857528.7454580974
BE,ES,1315253.093715175,1356475.9988723886
BG,ES,2255258.240024657,2428490.9045907357
BH,ES,5205408.144818489,5235463.787579948
BR,ES,7745614.6577416165,7648379.647326266
BY,ES,2767905.821885,2812872.3632136076
CA,ES,5696680.99675781,6355365.466047991
CH,ES,1153075.071719938,1241038.2314578027
CL,ES,10712835.031719709,10415585.637238834
CO,ES,8027602.682699453,7866297.205643369
CZ,ES,1774674.9765028262,1841924.8430199071
DE,ES,1869973.830441362,1698887.0048855008
DK,ES,2075298.5447169656,2055110.2332325794
DZ,ES,713790.0400297757,1482568.5966434423
EE,ES,2896282.1049719257,2982313.3291147454
EG,ES,3355218.0647946894,3444555.254988043
ES,ES,0,0
FI,ES,2951742.6062110965,3307171.027645923
FR,ES,1053864.6265157931,826946.3639384499
GB,ES,1266409.1939560554,1558472.87110583
GR,ES,2373056.487905899,2228173.758189574
HK,ES,10551296.310460303,NA
HR,ES,1702350.3578733539,1693483.8894488746
HU,ES,1979858.4779067107,2078320.3692162712
ID,ES,12200015.050449539,13232076.348186564
IE,ES,1449831.5105584583,1478657.8138524576
IL,ES,3599653.306072961,3595818.620710526
IN,ES,7284037.158686519,7857168.223937321
IQ,ES,4305809.805211991,4312696.043184352
IT,ES,1366398.2199542213,1437582.9541546118
JO,ES,3651340.066743225,3727114.372544798
JP,ES,10779286.285526665,10725256.783566728
KH,ES,10710350.75130362,10647455.90610431
KR,ES,10007867.894149242,10137045.252618188
KW,ES,4806317.547440531,4805979.141685787
KZ,ES,5694699.126212637,5621608.11826249
LT,ES,2664251.640784294,2709445.3887361735
LV,ES,2718407.188750846,2817706.217666995
MA,ES,764419.0939299838,895078.9871294014
MK,ES,2108404.250223112,2188217.3284003977
MX,ES,9072928.0387590155,9038925.084841458
MY,ES,11084890.913703002,12052216.929609317
NL,ES,1482669.8278404435,1577746.6817370588
NO,ES,2390042.3495633216,2624934.255804003
NZ,ES,19878352.16294035,19758598.235449307
OM,ES,6037194.401713998,6095306.60632442
PE,ES,9521681.069725655,9241855.534231026
PH,ES,11666625.645511013,11922939.203814765
PK,ES,6643298.210530489,6647783.879464712
PL,ES,2294465.080865172,2269241.4873407055
PT,ES,502799.84553848236,346812.09243021667
QA,ES,5338350.492795816,5328695.565963371
RO,ES,2475612.6079659476,2438480.3293767553
RS,ES,2034569.5332693567,2106890.9941532165
RU,ES,3444362.2963850764,6941204.283935337
SA,ES,4976553.56962595,4826041.524036378
SE,ES,2595985.2478452493,2763567.1710426314
SG,ES,11400334.2783242,11425533.244389735
SI,ES,1600701.5954662822,1699929.4208984503
SK,ES,1862515.0706253261,2093379.338670585
TH,ES,10195143.453329174,10099392.063011203
TR,ES,3087687.4285939266,3315826.088857699
TW,ES,10805548.24603924,10914333.142554251
UA,ES,2865369.1303506214,2995785.2151605412
US,ES,6092874.005623177,7637547.805841648
VN,ES,10051353.414776858,10623407.946556192
ZA,ES,8071542.238036174,8386435.140385809
AE,FI,4573266.526740832,4899632.652641766
AR,FI,12960455.39631731,13377498.61197661
AT,FI,1439816.6436012497,2009886.2587604236
AU,FI,15233647.151848778,13426266.786084434
BA,FI,1869304.0094311002,2257895.7904557437
BE,FI,1652248.8367551202,1951601.7640960948
BG,FI,1949003.7750852052,2338578.2085966594
BH,FI,4256264.134060602,4585199.949939696
BR,FI,10624068.707982438,10584211.169323845
BY,FI,714419.3582404443,1229874.867863514
CA,FI,6278559.18895497,5402334.769225952
CH,FI,1859908.7630477382,2189175.268227369
CL,FI,13496604.281577908,13326447.671158051
CO,FI,10068450.948882861,10007044.878403097
CZ,FI,1303832.8271919128,1715963.4209050308
DE,FI,1107586.8365782686,1658785.6011462673
DK,FI,883562.1279714117,1252778.6387582312
DZ,FI,3033693.6638995046,4330281.938420905
EE,FI,82030.96722309511,556597.4539663672
EG,FI,3384843.522557447,4128894.3557043164
ES,FI,2951742.6062110965,3307171.027645923
FI,FI,0,0
FR,FI,1910982.6708230823,2490483.44249747
GB,FI,1820652.1520540137,2019577.9594534594
GR,FI,2471655.574054405,2795485.46187976
HK,FI,7838178.081598526,NA
HR,FI,1705250.5820091765,2196479.7961842967
HU,FI,1459522.1311222867,1927838.5168515833
ID,FI,10169436.04192749,10714058.58873479
IE,FI,2026608.1581674537,2284744.0278623397
IL,FI,3250246.531662514,3669199.4290663647
IN,FI,5227966.1413075505,6176389.760118958
IQ,FI,3308756.442828105,3667651.878241821
IT,FI,2204871.267730906,2501294.873424481
JO,FI,3244303.8681559255,3739865.454542324
JP,FI,7832086.854392091,7425716.523997589
KH,FI,8349212.854866078,8184173.243107237
KR,FI,7066605.367572144,6889972.137635224
KW,FI,3836942.1140509136,4136500.758344555
KZ,FI,3014560.6323030484,3076333.4601774653
LT,FI,609236.5321908381,897373.5723470437
LV,FI,359304.8204237582,781137.2384573725
MA,FI,3706659.1859038947,4157737.9353112374
MK,FI,2036491.3883065314,2480997.4719356583
MX,FI,9854688.602087002,9362220.193747178
MY,FI,8984222.580784757,9597866.175686074
NL,FI,1503599.1325111152,1730224.329489815
NO,FI,787866.8629913243,836189.3845796838
NZ,FI,17096168.127139956,16849762.84449258
OM,FI,4826566.63599679,5310920.714340559
PE,FI,11845133.961513434,11602941.220093532
PH,FI,8939520.550304193,9009759.461157868
PK,FI,4534123.363103499,4869087.430197925
PL,FI,912957.3535989686,1380455.3503525374
PT,FI,3364276.374197435,3512763.7895531054
QA,FI,4383750.756445325,4659579.848665996
RO,FI,1752767.162147173,2004707.8920643067
RS,FI,1732982.5249306697,2248660.3185701193
RU,FI,893754.4981131146,3672095.015229198
SA,FI,4297209.90267615,4556404.191842515
SE,FI,396253.6509206003,597884.6799709314
SG,FI,9281475.45741651,9289747.149164207
SI,FI,1713580.0916444536,2085987.200190897
SK,FI,1428221.9293716776,1751226.039163464
TH,FI,7898093.319874775,7742615.015973694
TR,FI,2319092.3031825186,2837931.5020218166
TW,FI,7969504.8008197285,7869242.865919392
UA,FI,1139469.028987461,1708186.4427649418
US,FI,6936458.96882288,7500843.575818088
VN,FI,7499846.170113405,8007988.160377394
ZA,FI,9567038.139080685,10464032.134567715
AE,FR,5245468.999277021,5220813.494747943
AR,FR,11062059.320401562,11095457.530608932
AT,FR,1035046.0131570358,877586.0979745368
AU,FR,16941417.525033403,15269701.68580345
BA,FR,1349231.960667065,1256598.8793449842
BE,FR,261700.98508163664,557909.6528114681
BG,FR,1759762.5462137954,1849684.9827270943
BH,FR,4839048.042612871,4808264.040022042
BR,FR,8734265.59982376,8422414.49901869
BY,FR,1828074.64663646,2020609.3197793325
CA,FR,5655020.756049053,6114383.191959756
CH,FR,435816.7798425932,472916.2310358422
CL,FR,11660512.143903524,11197638.532156594
CO,FR,8638930.77713963,8465118.282474717
CZ,FR,884067.697675773,1054838.3035052523
DE,FR,877450.1680776904,873052.3514286781
DK,FR,1028477.7568337737,1244403.6288563777
DZ,FR,1347049.8266489166,2005678.0463712623
EE,FR,1860424.7017140999,2155444.956634281
EG,FR,3214170.3507535867,3248600.501056876
ES,FR,1053864.6265157931,826946.3639384499
FI,FR,1910982.6708230823,2490483.44249747
FR,FR,0,0
GB,FR,343353.4771659595,987793.973225679
GR,FR,2099609.6632928913,1810324.7114819223
HK,FR,9640016.591699138,NA
HR,FR,1081552.1631636177,1054581.0995603523
HU,FR,1248914.5793237565,1380713.4910495637
ID,FR,11595698.53476229,12557256.216725767
IE,FR,778988.6336850877,1061032.8215683142
IL,FR,3335998.6600063723,3236460.4048305736
IN,FR,6596565.619075766,7289438.950639668
IQ,FR,3868237.031986939,3833729.8790586796
IT,FR,1108699.5769812497,929744.3138435816
JO,FR,3371060.593384413,3363706.705542788
JP,FR,9728227.132563794,9900399.487805126
KH,FR,9950727.289083095,9957796.410478685
KR,FR,8977269.52428898,9310937.660944147
KW,FR,4411167.515715561,4352010.759281265
KZ,FR,4765388.902872773,4858522.391545911
LT,FR,1698061.3600410896,1887676.1934727966
LV,FR,1707549.2697645333,1993516.4098542007
MA,FR,1817791.3285926133,1670314.4653725277
MK,FR,1671861.9821506434,1664434.0438108437
MX,FR,9206269.206784628,9210557.431219436
MY,FR,10436406.955850922,11379077.160489496
NL,FR,430181.1091310417,772915.8200673087
NO,FR,1342999.147630562,1853135.6723489503
NZ,FR,19006521.936682787,19257956.201699384
OM,FR,5614203.419028933,5673654.002873545
PE,FR,10267707.072276725,9908270.567810588
PH,FR,10753471.525676021,11151142.452542916
PK,FR,5924320.924269711,6032946.418469636
PL,FR,1369782.7128521258,1469106.717069931
PT,FR,1454466.3156187672,1090155.8967744745
QA,FR,4976580.981821283,4901575.254636605
RO,FR,1872536.6702111142,1772346.3660154615
RS,FR,1449513.7867865253,1508355.1858233404
RU,FR,2489734.47797189,6114383.1919597555
SA,FR,4694887.588106728,4468600.89335261
SE,FR,1545592.4160067695,1965277.7485135875
SG,FR,10748455.209788334,10817198.212534895
SI,FR,966259.4659668226,1015076.8509438329
SK,FR,1091780.7096843699,1349999.9344625901
TH,FR,9456532.467486853,9426040.339431822
TR,FR,2600510.525430093,2786076.5418858896
TW,FR,9837033.294440612,10114935.648343101
UA,FR,2026497.7235700288,2265598.327490256
US,FR,6169403.864578399,7650860.168381541
VN,FR,9207165.092459379,9902335.582094176
ZA,FR,8693521.509582035,8800070.40555901
AE,GB,5476414.779248064,5805226.845214116
AR,GB,11142636.997230098,11360045.292548204
AT,GB,1234381.9131697982,1424932.8714307158
AU,GB,17000539.851203874,15369769.582945516
BA,GB,1620073.4174775342,1913035.2099011648
BE,GB,318517.2731659904,646942.2649891688
BG,GB,2015204.9824158484,2439733.006438095
BH,GB,5077727.6345787905,5409089.942770941
BR,GB,8804316.742141254,8579126.437234227
BY,GB,1871226.7432673054,2103718.3321183943
CA,GB,5369072.947888857,5158588.861348806
CH,GB,747077.5058423198,1150110.6972951044
CL,GB,11687568.987466605,11339595.784078034
CO,GB,8510678.00658194,8234665.047123061
CZ,GB,1033006.3302354107,1383718.9458626558
DE,GB,928741.3244204333,1013834.5682585092
DK,GB,954522.5249707879,919448.3770881863
DZ,GB,1660605.6564512248,2950091.4390666047
EE,GB,1782723.2598657575,1906959.073671216
EG,GB,3513791.1746593164,4088686.203887909
ES,GB,1266409.1939560554,1558472.87110583
FI,GB,1820652.1520540137,2019577.9594534594
FR,GB,343353.4771659595,987793.973225679
GB,GB,0,0
GR,GB,2393786.677146125,2573528.4392527346
HK,GB,9633807.18054708,NA
HR,GB,1338225.4430194532,1707738.563722529
HU,GB,1451360.6583108823,1857553.425791941
ID,GB,11725550.19139238,12629171.48447701
IE,GB,463348.8218607226,287251.95023462275
IL,GB,3612154.5876216795,3957891.2087662816
IN,GB,6718487.570318032,7648651.934610002
IQ,GB,4096972.1903908183,4408627.993326357
IT,GB,1436258.6820978438,1749917.2208201266
JO,GB,3643395.4631379666,4076288.2442312744
JP,GB,9572052.397126805,9374700.125872558
KH,GB,10024964.30797509,10047266.343255823
KR,GB,8866121.84954346,8891442.784987899
KW,GB,4645925.066869735,4936896.05341174
KZ,GB,4769691.976479774,4866622.210071
LT,GB,1721796.404175366,1789061.0649246122
LV,GB,1677793.5362876207,1844129.7439780454
MA,GB,2022323.5393541923,2450321.094732802
MK,GB,1945382.606421695,2344198.3868772853
MX,GB,8940764.146125654,8467607.32670165
MY,GB,10555186.607405448,11477555.136116292
NL,GB,355161.1138319942,669922.3977708671
NO,GB,1152431.2657832548,1209581.724441285
NZ,GB,18832493.986266218,18693535.91863845
OM,GB,5832335.955119099,6258711.659840275
PE,GB,10186500.344991183,9773825.487376615
PH,GB,10741930.721592236,11009090.701184575
PK,GB,6037039.607428506,6343849.089221265
PL,GB,1448194.6638062594,1615220.0140823936
PT,GB,1589196.0107791575,1642040.7090277642
QA,GB,5215402.506863957,5499898.010169178
RO,GB,2091208.8107362068,2237896.708270374
RS,GB,1693079.6897450762,2121438.161388358
RU,GB,2501218.584249105,5675571.8474060595
SA,GB,4954815.940750194,5149547.4172406625
SE,GB,1432133.6312626805,1422450.471741054
SG,GB,10864471.287252836,11045835.846984524
SI,GB,1228710.04821634,1609359.2443843142
SK,GB,1288800.8679698536,1729186.0978361147
TH,GB,9542440.503668053,9558899.328895325
TR,GB,2834601.6172647364,3353642.726066438
TW,GB,9788750.254649214,9884392.919461325
UA,GB,2133974.97782573,2526797.1743496587
US,GB,5904294.70260598,6810054.563225357
VN,GB,9242418.39565404,9921171.458822796
ZA,GB,9035135.393451855,9786982.62984886
AE,GR,3259754.745886743,3440002.9454090977
AR,GR,11698763.890513523,12008772.323113926
AT,GR,1285918.3352615417,1162792.5796185392
AU,GR,15222272.311795041,13665929.856382502
BA,GR,793031.5773975921,679309.6405201537
BE,GR,2092032.1128529715,1926586.4431890042
BG,GR,525522.5175077061,511572.96378251904
BH,GR,2836434.9643438277,3023587.5122485165
BR,GR,9561863.39597524,9617409.412913185
BY,GR,1797135.9403954016,1624645.6227883622
CA,GR,7754590.692188732,7652219.632076655
CH,GR,1663793.1967588714,1442769.8100639803
CL,GR,12569901.377232622,12298600.269833775
CO,GR,10383927.296100372,10083683.039462345
CZ,GR,1536199.865831662,1318545.1534127886
DE,GR,1806235.8823304153,1653497.9582516507
DK,GR,2139631.4064134527,2089657.2826409165
DZ,GR,1831479.6471627895,2139916.1320622116
EE,GR,2390001.5522801727,2244501.6370696942
EG,GR,1121022.6250200944,1528851.2683619887
ES,GR,2373056.487905899,2228173.758189574
FI,GR,2471655.574054405,2795485.46187976
FR,GR,2099609.6632928913,1810324.7114819223
GB,GR,2393786.677146125,2573528.4392527346
GR,GR,0,0
HK,GR,8552133.279939948,NA
HR,GR,1081138.5832973185,870936.3036196862
HU,GR,1126382.5866437403,905232.497385145
ID,GR,9840801.154361077,11060432.858465
IE,GR,2857000.6259900425,2762872.9776622537
IL,GR,1254386.1413484116,1426135.765106331
IN,GR,5016435.258204114,5637880.568945236
IQ,GR,1938826.7047408102,2084611.1799050106
IT,GR,1051646.766003832,880581.0322576442
JO,GR,1298040.8333008413,1553587.5326080164
JP,GR,9522476.221081404,9416460.714559454
KH,GR,8461771.31243561,8513292.424727049
KR,GR,8526632.124158775,8650563.140152093
KW,GR,2433364.526261978,2582884.0875662607
KZ,GR,3977667.9224660904,3786351.920355914
LT,GR,1864905.7355427009,1898197.9690810638
LV,GR,2114162.342775238,2015689.121000677
MA,GR,2775439.4900988447,2556944.8285933533
MK,GR,487199.9333361298,315405.18680777895
MX,GR,11294727.24542542,11005769.480104312
MY,GR,8748629.656350892,9886875.306981398
NL,GR,2166883.3429361847,1953329.718409083
NO,GR,2608268.131922355,2687515.057576917
NZ,GR,17540230.799662963,17654785.47773854
OM,GR,3664204.493144249,3888456.366130793
PE,GR,11781382.960248783,11406036.80364412
PH,GR,9640899.394098653,9954492.940989435
PK,GR,4424494.48092858,4463094.348805076
PL,GR,1603534.8283227189,1455394.335655584
PT,GR,2855267.877474302,2574720.5747609427
QA,GR,2970728.354383103,3117137.8140002233
RO,GR,745916.9499260469,817044.541485006
RS,GR,808641.2238775783,562793.9141877758
RU,GR,2233379.498425639,5706163.797075266
SA,GR,2634301.129226421,2659737.842694553
SE,GR,2410779.527599047,2604382.896492138
SG,GR,9063733.968399312,9214113.96595834
SI,GR,1177521.9335647952,981316.1685551801
SK,GR,1252750.8738032538,1094488.1750481946
TH,GR,7932459.622870456,7948259.446104935
TR,GR,818358.3816932811,1115610.8711040139
TW,GR,8965921.947598254,9091260.131932095
UA,GR,1486529.2826526598,1368739.9399149776
US,GR,8260968.77481418,9383413.478153005
VN,GR,7928885.77573919,8542095.070258753
ZA,GR,7107658.2996012,7692241.758880373
AE,HK,6065344.242743545,NA
AR,HK,18484090.518986728,NA
AT,HK,8739339.782968393,NA
AU,HK,7397197.090291242,NA
BA,HK,8763488.160411647,NA
BE,HK,9407031.126095967,NA
BG,HK,8426467.596661896,NA
BH,HK,6403898.592105415,NA
BR,HK,18018293.69807981,NA
BY,HK,7814891.5881981235,NA
CA,HK,12434469.45554361,NA
CH,HK,9409208.366773296,NA
CL,HK,18707491.593285073,NA
CO,HK,16909552.9393677,NA
CZ,HK,8796169.70393725,NA
DE,HK,8762762.509015398,NA
DK,HK,8679686.268173989,NA
DZ,HK,10274222.899833286,NA
EE,HK,7864784.696402914,NA
EG,HK,8149898.1680935705,NA
ES,HK,10551296.310460303,NA
FI,HK,7838178.081598526,NA
FR,HK,9640016.591699138,NA
GB,HK,9633807.18054708,NA
GR,HK,8552133.279939948,NA
HK,HK,0,NA
HR,HK,8864416.707363555,NA
HU,HK,8575734.773618238,NA
ID,HK,3267889.344035103,NA
IE,HK,9862646.713117244,NA
IL,HK,7733709.76782724,NA
IN,HK,3763848.1473615626,NA
IQ,HK,6851918.508055674,NA
IT,HK,9289926.071530482,NA
JO,HK,7664001.8236162,NA
JP,HK,2891664.9930192996,NA
KH,HK,1544964.736906581,NA
KR,HK,2098621.4727449785,NA
KW,HK,6591621.13475,NA
KZ,HK,4874659.127563606,NA
LT,HK,7942033.3850348005,NA
LV,HK,7956747.234039066,NA
MA,HK,11191301.367004702,NA
MK,HK,8594150.855934313,NA
MX,HK,14148654.927403063,NA
MY,HK,2517894.9629099155,NA
NL,HK,9290653.985011382,NA
NO,HK,8600414.654868616,NA
NZ,HK,9437975.094906252,NA
OM,HK,5666179.414822616,NA
PE,HK,18391676.00821678,NA
PH,HK,1115587.0761986997,NA
PK,HK,4204214.415500145,NA
PL,HK,8282383.81268225,NA
PT,HK,11038007.777541712,NA
QA,HK,6331606.529286206,NA
RO,HK,8156067.9289607685,NA
RS,HK,8568075.651965631,NA
RU,HK,7150482.5030454025,NA
SA,HK,6814474.363747164,NA
SE,HK,8234429.069327064,NA
SG,HK,2588983.9841169836,NA
SI,HK,8958547.77151382,NA
SK,HK,8688816.108864442,NA
