country_code_1,country_code_2,capital_dist_meters,centroid_dist_meters
NZ,PK,13308464.661703385,13286849.563906599
OM,PK,1807112.4779403524,1643953.2176234296
PE,PK,16164863.133213684,15868591.981542643
PH,PK,5252948.240676799,5655364.5080987085
PK,PK,0,0
PL,PK,4588891.340408629,4736282.104867641
PT,PK,7146097.619545527,6991742.879578708
QA,PK,2282346.1247916906,1911321.509728261
RO,PK,4167686.019132343,4260621.576815748
RS,PK,4609865.192254451,4551227.657073137
RU,PK,3654934.5966345007,4018386.602943301
SA,PK,2737443.836964612,2524985.8640216063
SE,PK,4883743.580333211,5295586.691572138
SG,PK,4827931.592180675,4786546.09374521
SI,PK,5065377.623299072,5018415.623666496
SK,PK,4851429.664489022,4712432.8460574495
TH,PK,3552582.310211584,3491719.788583096
TR,PK,3617721.8295290773,3348618.0115777743
TW,PK,4749804.003268304,5061922.949699386
UA,PK,3905434.363605172,3829836.791239783
US,PK,11383094.19439517,12175020.209758911
VN,PK,3515075.9190775785,4145049.567195196
ZA,PK,8140100.569091045,8145434.775178007
AE,PL,4178055.982675767,4242746.795959818
AR,PL,12343077.99835029,12555333.312504925
AT,PL,558197.5601258137,706950.6889366892
AU,PL,15577798.16121478,13878129.486053169
BA,PL,956410.553154671,877512.1137413057
BE,PL,1163696.3763246292,1116056.138997855
BG,PL,1079024.3988590422,1069473.6228763466
BH,PL,3808788.8636601465,3861866.348626683
BR,PL,10039789.302935382,9890624.876487227
BY,PL,473442.9376170652,553134.2418691787
CA,PL,6583644.7893859055,6323480.6741442755
CH,PL,1141502.5495360168,1028794.5075094999
CL,PL,13001574.883102404,12666522.25791803
CO,PL,9958193.611791842,9804823.777171316
CZ,PL,519790.10751428606,431226.1363201107
DE,PL,519597.01016210247,656601.9772716842
DK,PL,670903.9630812401,790274.2610435997
DZ,PL,2225640.3483115183,3022632.579500523
EE,PL,832065.6473354441,865408.0886228171
EG,PL,2609781.133044373,2906216.03116119
ES,PL,2294465.080865172,2269241.4873407055
FI,PL,912957.3535989686,1380455.3503525374
FR,PL,1369782.7128521258,1469106.717069931
GB,PL,1448194.6638062594,1615220.0140823936
GR,PL,1603534.8283227189,1455394.335655584
HK,PL,8282383.81268225,NA
HR,PL,807608.0320311378,829331.5304120061
HU,PL,546715.8971063351,556597.4539663679
ID,PL,10278224.080245117,11141879.996997053
IE,PL,1828238.5861986042,1888646.1072039243
IL,PL,2553949.9704887806,2578755.7760793706
IN,PL,5271148.649864517,6036273.979210903
IQ,PL,2820834.6584870564,2863823.6976636215
IT,PL,1320723.7851887571,1153106.7961198033
JO,PL,2563000.695199751,2678061.6380146733
JP,PL,8591199.024943803,8542814.011485752
KH,PL,8588775.68835375,8541499.505745476
KR,PL,7747872.405187747,7898186.764904702
KW,PL,3373992.5419413755,3387424.3810571614
KZ,PL,3410519.9708725233,3399883.5676896265
LT,PL,391082.4662290034,516303.9035329176
LV,PL,561188.4988455669,643248.9002561427
MA,PL,3006396.489701638,3008878.32201157
MK,PL,1142640.2335198096,1141801.4153428066
MX,PL,10190619.377242202,9970376.710703516
MY,PL,9107013.75221934,9970641.32466075
NL,PL,1095467.7451089753,971172.0073019763
NO,PL,1061484.831457671,1264339.1881581445
NZ,PL,17712520.56308696,17789046.952442262
OM,PL,4497200.335954626,4691749.352124891
PE,PL,11626343.018664604,11304429.783723405
PH,PL,9397391.574500995,9683483.891781177
PK,PL,4588891.340408629,4736282.104867641
PL,PL,0,0
PT,PL,2764050.984019097,2557338.303287771
QA,PL,3944296.0782747376,3949696.809146346
RO,PL,947597.0604264148,760789.8698630196
RS,PL,827985.1118278749,893641.8234035616
RU,PL,1150034.7307380543,4744146.483646388
SA,PL,3763785.667641589,3672867.5626725415
SE,PL,808186.1249209006,1152892.9116723484
SG,PL,9416289.987345388,9474250.705852633
SI,PL,836482.1519161862,730153.501406149
SK,PL,533778.3379639987,372759.38657616783
TH,PL,8100424.566671764,8027065.262874983
TR,PL,1643994.624303834,1843888.6080769554
TW,PL,8512000.565862827,8648448.251732329
UA,PL,690672.4658001829,911616.3189487266
US,PL,7183126.288864454,8218441.912630171
VN,PL,7837489.578903961,8461323.999534357
ZA,PL,8710145.79292666,9147006.766005347
AE,PT,6104294.599173849,5996511.518932555
AR,PT,9609950.592191685,10005816.105747156
AT,PT,2301369.4375817142,1924219.4689821661
AU,PT,18073975.257070553,16233185.048005568
BA,PT,2359867.5759362876,2195650.911607517
BE,PT,1712029.9440565289,1570157.06811529
BG,PT,2756469.563819071,2771133.1582599785
BH,PT,5678112.3897986235,5579118.493731488
BR,PT,7287353.048284774,7339674.307443106
BY,PT,3236295.589257827,3106951.6675733505
CA,PT,5393277.088687162,6194328.519782353
CH,PT,1629109.1595833797,1538221.744942729
CL,PT,10237529.257991431,10112270.90648928
CO,PT,7534214.723899714,7520131.942136419
CZ,PT,2245961.86767328,2136736.4490804835
DE,PT,2313519.204883175,1956387.625619482
DK,PT,2480805.28877528,2263233.4235244743
DZ,PT,1093014.6251968155,1632887.113319851
EE,PT,3314757.095993489,3227231.377741917
EG,PT,3800677.4041128447,3767593.01566197
ES,PT,502799.84553848236,346812.09243021667
FI,PT,3364276.374197435,3512763.7895531054
FR,PT,1454466.3156187672,1090155.8967744745
GB,PT,1589196.0107791575,1642040.7090277642
GR,PT,2855267.877474302,2574720.5747609427
HK,PT,11038007.777541712,NA
HR,PT,2202442.2952380273,2025622.6642575325
HU,PT,2475609.5543345283,2403289.0586354462
ID,PT,12692315.992253752,13571734.209551334
IE,PT,1641295.5302659462,1502813.125709193
IL,PT,4065658.4641705276,3936896.1153557543
IN,PT,7786265.379415904,8203710.816678092
IQ,PT,4792677.205992879,4659127.7619932145
IT,PT,1865432.3593578108,1779954.4841600196
JO,PT,4119679.226894314,4068228.861064445
JP,PT,11160417.099721117,10938189.339522703
KH,PT,11213122.562628094,10983511.465701496
KR,PT,10430854.724581612,10380824.151680661
KW,PT,5285307.568361956,5151353.08378358
KZ,PT,6172880.258696678,5933474.994180515
LT,PT,3123488.4071008028,2973889.7146192784
LV,PT,3156837.479818155,3076358.8677000357
MA,PT,562296.5192278512,877630.9088985969
MK,PT,2607886.380785214,2533439.897979879
MX,PT,8681818.356380492,8741048.673208494
MY,PT,11582945.420481272,12391637.684197934
NL,PT,1865186.719140638,1789268.2415906698
NO,PT,2741266.354857632,2785375.5991308964
NZ,PT,19598327.195292603,19712113.570414443
OM,PT,6515698.3876168225,6437907.907723669
PE,PT,9018891.158454519,8901917.649778334
PH,PT,12153593.883884475,12232740.204967607
PK,PT,7146097.619545527,6991742.879578708
PL,PT,2764050.984019097,2557338.303287771
PT,PT,0,0
QA,PT,5809689.901098163,5672269.771302702
RO,PT,2978412.2997403545,2771055.830301928
RS,PT,2537208.1466791034,2446646.416705408
RU,PT,3910556.631680681,7172146.144568934
SA,PT,5435351.128550851,5164646.151930425
SE,PT,2992256.1775527587,2947856.048889982
SG,PT,11898426.516742056,11771133.271047128
SI,PT,2099006.63310246,2024581.4893297313
SK,PT,2353228.323038279,2406715.323338284
TH,PT,10697899.005348807,10438043.141080294
TR,PT,3584727.2273201626,3662205.458367442
TW,PT,11273436.772960976,11204900.351821411
UA,PT,3355209.039854048,3316235.8324285783
US,PT,5741293.183608854,7384250.643560297
VN,PT,10549188.550412042,10952258.442679862
ZA,PT,8161453.504633006,8499426.11556675
AE,QA,302875.8971616537,324285.39183548145
AR,QA,13327184.421621004,13809292.246469116
AT,QA,3983018.2041652524,4113463.878988151
AU,QA,12264309.179429637,10612052.642821962
BA,QA,3633717.0920186793,3657335.900765556
BE,QA,4897006.9313338855,4885251.724888643
BG,QA,3217786.3965055454,3080144.1761146495
BH,QA,137679.7295734701,93556.4720739206
BR,QA,11687182.351500284,12119810.735554913
BY,QA,3750838.8256840114,3623723.986407425
CA,QA,10526019.078559356,10061623.049247868
CH,QA,4554280.4205780085,4480800.264868728
CL,QA,14423418.211671425,14385213.837736303
CO,QA,13285467.874730892,13093683.626629673
CZ,QA,4203127.716122483,4116186.6701766024
DE,QA,4394682.2667653905,4487081.293430776
DK,QA,4615196.406509476,4739563.399227368
DZ,QA,4743325.609951949,4773407.996647338
EE,QA,4328715.563510108,4214997.123756079
EG,QA,2063110.6103707557,2125646.6089788056
ES,QA,5338350.492795816,5328695.565963371
FI,QA,4383750.756445325,4659579.848665996
FR,QA,4976580.981821283,4901575.254636605
GB,QA,5215402.506863957,5499898.010169178
GR,QA,2970728.354383103,3117137.8140002233
HK,QA,6331606.529286206,NA
HR,QA,3895042.5602283,3867100.6055497574
HU,QA,3767365.409329228,3644913.1483550207
ID,QA,6931035.443126069,8153029.5084991455
IE,QA,5665060.949079473,5740808.1025996795
IL,QA,1746160.0852079643,1744445.674169131
IN,QA,2572484.276975767,2708628.368637706
IQ,QA,1126202.969494842,1091495.349313468
IT,QA,4015142.3830079064,3982712.1606395915
JO,QA,1690384.1232116176,1613987.7449127946
JP,QA,8265073.79347114,8112486.68531372
KH,QA,5804697.120687411,5778806.221622947
KR,QA,7111473.738509507,7180745.57710461
KW,QA,572134.6715195648,563571.5353559996
KZ,QA,3343285.800872874,2902141.7896125517
LT,QA,3915874.3348863223,4044282.5655675028
LV,QA,4147923.981556406,4083622.4472736316
MA,QA,5652797.379255147,5477181.587922416
MK,QA,3319763.198061429,3237790.5461408803
MX,QA,14131018.847534848,13915924.20676881
MY,QA,5903327.176853063,7023801.367618532
NL,QA,4914152.63110188,4830395.806118191
NO,QA,4955114.0718497075,5084745.734070845
NZ,QA,14571045.304189585,14539614.367117848
OM,QA,736676.9502546611,772325.0974842604
PE,QA,14452097.274190784,14225661.437216239
PH,QA,7290644.306593595,7485681.841008955
PK,QA,2282346.1247916906,1911321.509728261
PL,QA,3944296.0782747376,3949696.809146346
PT,QA,5809689.901098163,5672269.771302702
QA,QA,0,0
RO,QA,3126074.0260760407,3262399.7204430145
RS,QA,3528623.895807869,3416702.8384067854
RU,QA,3572502.828549396,5332505.82180795
SA,QA,483728.33367223776,631668.6541275583
SE,QA,4586460.732409115,4875057.994037343
SG,QA,6212850.163765314,6235792.180234661
SI,QA,4010420.454572329,3937721.325085417
SK,QA,3929917.7617779123,3772052.60877029
TH,QA,5269135.764391946,5194729.081780311
TR,QA,2380866.9612995363,2147980.2478451496
TW,QA,6957470.653625661,6966469.1204143455
UA,QA,3325463.5522774863,3103266.633031393
US,QA,11107050.08932414,12120018.961526088
VN,QA,5543935.27283563,5936019.950625451
ZA,QA,6208037.244442676,6739965.709802852
AE,RO,3385211.8448399734,3567405.7829135787
AR,RO,12238591.278942037,12589276.083297933
AT,RO,857239.1022185115,902624.0188464422
AU,RO,15166473.319789758,13501666.766654845
BA,RO,619930.195248012,595390.2312842415
BE,RO,1772701.7420435925,1635493.4840060754
BG,RO,297618.0521716831,333958.4723798205
BH,RO,2988466.9524195115,3171881.4324191553
BR,RO,10026003.077415781,10057778.840350462
BY,RO,1059403.520703918,808668.3229058742
CA,RO,7420904.541147719,7083880.938369134
CH,RO,1473840.3191150357,1304826.0670751277
CL,RO,13038387.958857773,12801284.7460373
CO,RO,10461645.501381679,10237393.156183157
CZ,RO,1080384.105854491,854446.97496297
DE,RO,1296523.3445894087,1224683.5372845246
DK,RO,1575473.6081858182,1524468.6199866235
DZ,RO,2118311.879825247,2781671.4193882314
EE,RO,1672310.551874574,1448697.576514287
EG,RO,1663633.4468522803,2160737.572368767
ES,RO,2475612.6079659476,2438480.3293767553
FI,RO,1752767.162147173,2004707.8920643067
FR,RO,1872536.6702111142,1772346.3660154615
GB,RO,2091208.8107362068,2237896.708270374
GR,RO,745916.9499260469,817044.541485006
HK,RO,8156067.9289607685,NA
HR,RO,809397.4382502171,745472.7806453499
HU,RO,641293.7532393334,398898.9426547569
ID,RO,9770127.851379737,10805306.080893626
IE,RO,2538987.0694829547,2484244.0251025883
IL,RO,1617503.8186648327,1819335.1808431605
IN,RO,4812062.171815959,5523194.675066188
IQ,RO,2005782.7740604195,2170954.2591806273
IT,RO,1138653.9455527274,1028334.5362406743
JO,RO,1632074.9371710909,1920992.3541781565
JP,RO,8894141.52837114,8713431.328927288
KH,RO,8234899.1596317375,8212989.479244678
KR,RO,7941983.362577706,7989392.465293728
KW,RO,2555563.5224585165,2699180.6999827907
KZ,RO,3416446.8505041813,3229584.4515819196
LT,RO,1143687.0919695848,1115365.8652793786
LV,RO,1401579.4650345473,1224514.3987260095
MA,RO,3042401.7175066522,3000504.5576183563
MK,RO,463394.22692126554,522406.89535486896
MX,RO,11015215.680099046,10681704.354192426
MY,RO,8631659.909610463,9625299.581032056
NL,RO,1789283.6902438812,1568134.4106020003
NO,RO,2004905.481569282,2022391.0955571118
NZ,RO,17473676.489967946,17531982.25686619
OM,RO,3744597.6112092882,4021077.977086546
PE,RO,11997256.737384189,11666280.428783286
PH,RO,9263896.922513518,9512254.23417232
PK,RO,4167686.019132343,4260621.576815748
PL,RO,947597.0604264148,760789.8698630196
PT,RO,2978412.2997403545,2771055.830301928
QA,RO,3126074.0260760407,3262399.7204430145
RO,RO,0,0
RS,RO,445631.1118104639,385543.70208481175
RU,RO,1499651.3434351003,4957251.618378878
SA,RO,2888858.122822038,2940258.792861014
SE,RO,1743981.9369171727,1892378.797157444
SG,RO,8946409.137099879,9045215.72510612
SI,RO,925156.1531070342,758705.8715028939
SK,RO,803854.9436410185,509989.40846455377
TH,RO,7719728.840014924,7670961.432515817
TR,RO,749226.2200873167,1120055.1229042357
TW,RO,8500502.959495105,8563110.55684245
UA,RO,744922.036252567,623053.0322838493
US,RO,7983838.868356569,8957219.329017822
VN,RO,7601665.907215625,8185255.378497789
ZA,RO,7814273.311918753,8460883.582773084
AE,RS,3796045.198998528,3731637.927825259
AR,RS,11880446.463313052,12207525.308640959
AT,RS,492262.7118431747,701936.9783844529
AU,RS,15612049.571532307,13800167.93810345
BA,RS,200962.4360710878,254550.40555602085
BE,RS,1376536.3595350375,1484260.2539957836
BG,RS,328275.37315133685,341594.44838359853
BH,RS,3391001.812579674,3324103.032112768
BR,RS,9639654.49939381,9694898.606954804
BY,RS,1131314.8410730637,1125841.8015459913
CA,RS,7053742.667067952,7124916.247783504
CH,RS,1037739.7229277738,1066379.7318257764
CL,RS,12646803.179064566,12429744.888767185
CO,RS,10016585.555365916,9949222.878927367
CZ,RS,741306.0290969292,785687.041239966
DE,RS,1002261.7631835372,1144399.2220126947
DK,RS,1331161.1790045882,1546261.0422833734
DZ,RS,1717871.2595723073,2397573.5979485167
EE,RS,1651147.9201882214,1704188.8173603076
EG,RS,1895046.495533261,2057598.5219960927
ES,RS,2034569.5332693567,2106890.9941532165
FI,RS,1732982.5249306697,2248660.3185701193
FR,RS,1449513.7867865253,1508355.1858233404
GB,RS,1693079.6897450762,2121438.161388358
GR,RS,808641.2238775783,562793.9141877758
HK,RS,8568075.651965631,NA
HR,RS,370626.61287004815,454889.70757400943
HU,RS,317771.0300014277,342943.6529819019
ID,RS,10214998.677689454,11125451.218791317
IE,RS,2150639.5170679335,2340740.2643148247
IL,RS,1933839.670655106,1839032.2396081109
IN,RS,5256749.393011613,5789287.189209348
IQ,RS,2418815.163194627,2336139.042467984
IT,RS,725041.9317253436,672703.3568058055
JO,RS,1960097.8343825,1955645.5896009041
JP,RS,9191060.00457373,9096411.94142425
KH,RS,8676098.246891346,8541621.111587912
KR,RS,8273772.114472917,8374880.023187483
KW,RS,2962053.727573215,2859929.5130161513
KZ,RS,3782644.36404036,3604707.5199790983
LT,RS,1150337.813806523,1352641.093531476
LV,RS,1374742.3783300167,1473968.6258990583
MA,RS,2623459.9084993657,2626411.4591035284
MK,RS,324644.5032665662,254591.80953637848
MX,RS,10633514.328966498,10588513.110772768
MY,RS,9077282.483231148,9945478.136952696
NL,RS,1418171.0049562799,1468939.3847055002
NO,RS,1800308.4704536519,2128093.5940460083
NZ,RS,17917736.492345296,17838000.539522428
OM,RS,4166024.707841234,4186048.061145915
PE,RS,11555034.114731913,11348381.735217348
PH,RS,9678991.325352421,9875071.271407006
PK,RS,4609865.192254451,4551227.657073137
PL,RS,827985.1118278749,893641.8234035616
PT,RS,2537208.1466791034,2446646.416705408
QA,RS,3528623.895807869,3416702.8384067854
RO,RS,445631.1118104639,385543.70208481175
RS,RS,0,0
RU,RS,1711643.0559456754,5333979.10030607
SA,RS,3262032.0430170167,3031533.5461011296
SE,RS,1622398.6755596686,2041589.9406750945
SG,RS,9392038.53019655,9336911.919845592
SI,RS,487311.70588743954,521968.94302458904
SK,RS,451685.2577498586,532100.8913251325
TH,RS,8162363.149781458,7992501.087843085
TR,RS,1151023.421522568,1280960.3206955814
TW,RS,8889687.019566469,8939338.155424317
UA,RS,975093.7680334989,1008552.7615323174
US,RS,7597325.317874984,8914786.264768599
VN,RS,8030028.337090574,8528168.502620814
ZA,RS,7893827.314139676,8253365.95586382
AE,RU,3739447.0035389108,5339775.801564328
AR,RU,13490458.793257399,16917693.121072605
AT,RU,1670906.3793990568,5450930.948780789
AU,RU,14499717.610219393,9985563.5521149
BA,RU,1902549.5440898961,5479473.563700094
BE,RU,2258071.377883713,5602162.208113121
BG,RU,1780258.9711589534,5203406.380294902
BH,RU,3451126.4316018503,5322965.723188437
BR,RU,11189818.189833995,14096451.125753947
BY,RU,676686.9057761073,4265102.4972501015
CA,RU,7167377.748920529,6607610.852800052
CH,RU,2291515.472320158,5741461.386487216
CL,RU,14145943.51626076,16630533.9527744
CO,RU,10919688.01405452,12878659.642267687
CZ,RU,1669762.3195249923,5169486.971674894
DE,RU,1612335.6263110798,5245290.661681397
DK,RU,1562259.3009852797,4910643.87336219
DZ,RU,3340090.99442176,7719231.017814335
EE,RU,869271.1426440071,3960674.984445511
EG,RU,2903730.6325491574,6338368.90413993
ES,RU,3444362.2963850764,6941204.283935337
FI,RU,893754.4981131146,3672095.015229198
FR,RU,2489734.47797189,6114383.1919597555
GB,RU,2501218.584249105,5675571.8474060595
GR,RU,2233379.498425639,5706163.797075266
HK,RU,7150482.5030454025,NA
HR,RU,1871054.926122891,5522961.358797183
HU,RU,1567635.3068232897,5139056.971079887
ID,RU,9318181.940894231,7445594.403987329
IE,RU,2798089.520827056,5925147.522758714
IL,RU,2674909.131415646,5663660.905910095
IN,RU,4348833.604314224,4811560.786431014
IQ,RU,2550851.213698386,5017906.389022728
IT,RU,2378695.7820175923,5859163.157115199
JO,RU,2652685.060422384,5639496.513820295
JP,RU,7492766.5660442095,3799023.4727236484
KH,RU,7542495.31446925,5248164.765291468
KR,RU,6614255.990561056,3218165.8923480604
KW,RU,3048511.6456470643,5136492.795171153
KZ,RU,2276212.6112478054,2446884.109014188
LT,RU,791693.3804020606,4254969.872447855
LV,RU,841477.2470140519,4138324.802273432
MA,RU,4152936.8458234314,7743712.288317158
MK,RU,1924197.4129588318,5463044.066508702
MX,RU,10732546.733804146,10583033.707295215
MY,RU,8134709.931613935,6490021.958805066
NL,RU,2150371.203504201,5382908.392225521
NO,RU,1645591.2885128725,4466548.3939867355
NZ,RU,16565523.433591483,13190678.229720641
OM,RU,3966748.4740121295,5491027.681842638
PE,RU,12661305.533337625,14461553.474992841
PH,RU,8263739.429661721,5534805.87440402
PK,RU,3654934.5966345007,4018386.602943301
PL,RU,1150034.7307380543,4744146.483646388
PT,RU,3910556.631680681,7172146.144568934
QA,RU,3572502.828549396,5332505.82180795
RO,RU,1499651.3434351003,4957251.618378878
RS,RU,1711643.0559456754,5333979.10030607
RU,RU,0,0
SA,RU,3541586.980372528,5705180.546341284
SE,RU,1228817.6835852298,4260064.702249343
SG,RU,8436471.453927504,6535238.543721909
SI,RU,1933683.8922812336,5449049.896424625
SK,RU,1630877.0286757592,5030302.570363656
TH,RU,7074364.858668336,5009377.085697311
TR,RU,1795713.6657856484,4990125.124017831
TW,RU,7363344.437115054,4325906.063807532
UA,RU,758170.377232915,4348208.389398195
US,RU,7829133.876714299,8794906.614413831
VN,RU,6741278.63356217,4920635.39974327
ZA,RU,9114196.42547085,12053655.661054486
AE,SA,769588.941227283,918260.0640738026
AR,SA,12869791.78457596,13218871.597754918
AT,SA,3735777.006431177,3733201.5839480953
AU,SA,12642258.11225471,11164074.229802266
BA,SA,3345672.443536269,3256411.447876437
BE,SA,4638567.984775826,4515759.468578913
BG,SA,2940175.592619874,2710025.2027026787
BH,SA,420531.7597552683,563664.880970431
BR,SA,11204129.27812165,11488327.241774699
BY,SA,3627627.004811843,3426708.9240255216
CA,SA,10309111.674351918,9930532.586899295
CH,SA,4264448.7466548225,4075331.9514312604
CL,SA,13957403.94194979,13774330.266734459
CO,SA,12860934.657427244,12511635.43553293
CZ,SA,3967981.123507942,3777421.9153929544
DE,SA,4181020.34041181,4149746.54765015
DK,SA,4430476.322622462,4458046.408687931
DZ,SA,4355554.074833214,4177256.9899559454
EE,SA,4235333.720411685,4065844.467800423
EG,SA,1646546.3969422148,1516274.9445171366
ES,SA,4976553.56962595,4826041.524036378
FI,SA,4297209.90267615,4556404.191842515
FR,SA,4694887.588106728,4468600.89335261
GB,SA,4954815.940750194,5149547.4172406625
GR,SA,2634301.129226421,2659737.842694553
HK,SA,6814474.363747164,NA
HR,SA,3619310.691643423,3467153.2733096196
HU,SA,3524726.565094049,3297925.9236712498
ID,SA,7351693.7224632455,8755006.795422254
IE,SA,5412487.850753789,5372156.739380591
IL,SA,1381854.938935003,1237415.1933849216
IN,SA,3053673.6308753504,3329885.5592065398
IQ,SA,992434.830925027,895845.7338237037
IT,SA,3685932.3997653006,3539469.484248604
JO,SA,1336265.739827237,1107681.4580587265
JP,SA,8704768.319775473,8669071.14286862
KH,SA,6277477.621599391,6406099.543148133
KR,SA,7555805.479120464,7746189.141246297
KW,SA,540249.5657102377,570030.5068789398
KZ,SA,3626796.6691458677,3258705.5172188138
LT,SA,3784787.9472520803,3847502.8680568733
LV,SA,4030416.00618669,3905871.703781855
MA,SA,5247078.770909247,4910389.543350646
MK,SA,3023706.7604507157,2825514.767065446
MX,SA,13895532.015331041,13615788.269759938
MY,SA,6347908.062528618,7636130.454626986
NL,SA,4672282.686838734,4487464.83180019
NO,SA,4804779.32461867,4876465.834215998
NZ,SA,14926575.345127292,15023970.82976045
OM,SA,1200957.1370310006,1307094.8573114371
PE,SA,13979940.600655086,13604765.584266782
PH,SA,7773976.767129573,8117341.583823346
PK,SA,2737443.836964612,2524985.8640216063
PL,SA,3763785.667641589,3672867.5626725415
PT,SA,5435351.128550851,5164646.151930425
QA,SA,483728.33367223776,631668.6541275583
RO,SA,2888858.122822038,2940258.792861014
RS,SA,3262032.0430170167,3031533.5461011296
RU,SA,3541586.980372528,5705180.546341284
SA,SA,0,0
SE,SA,4459303.746170544,4689828.097049482
SG,SA,6655002.327291812,6829594.756882826
SI,SA,3732061.140117735,3551328.7003289014
SK,SA,3685355.0056281756,3445694.9852890805
TH,SA,5742782.852422719,5822183.515744388
TR,SA,2141103.843573188,1829000.1962808643
TW,SA,7435780.578079012,7586310.399536551
UA,SA,3192284.8067953754,2901397.8492318285
US,SA,10859010.532776657,11891304.586341735
VN,SA,6027630.510896379,6567318.286911532
ZA,SA,5952952.474350266,6449793.3074751785
AE,SE,4794199.981696478,5140404.926535422
AR,SE,12574753.104284834,12779626.915762179
AT,SE,1241701.0906951972,1636073.2289421102
AU,SE,15629777.805945037,14011347.515209863
BA,SE,1723354.3798421745,1984503.4344968386
BE,SE,1284284.2685109237,1411267.4184808258
BG,SE,1886942.7786101697,2214991.8770653913
BH,SE,4455066.665802664,4793955.412976459
BR,SE,10236251.267164012,9988093.769021347
BY,SE,835839.6186182895,1263356.4337684384
CA,SE,6001398.239655475,5244781.260850499
CH,SE,1545878.2484932805,1727627.2212520344
CL,SE,13100923.870931821,12735007.016946407
CO,SE,9698010.41915285,9468904.90356572
CZ,SE,1055585.1376614128,1363663.7622176006
DE,SE,812073.9307728341,1199976.7082722336
DK,SE,522412.923318379,726329.3132609882
DZ,SE,2734414.881135609,3886973.171077521
EE,SE,378170.63221512723,688045.4588023575
EG,SE,3406952.8679650463,4051976.3232677807
ES,SE,2595985.2478452493,2763567.1710426314
FI,SE,396253.6509206003,597884.6799709314
FR,SE,1545592.4160067695,1965277.7485135875
GB,SE,1432133.6312626805,1422450.471741054
GR,SE,2410779.527599047,2604382.896492138
HK,SE,8234429.069327064,NA
HR,SE,1512650.1712684566,1874155.6264951401
HU,SE,1317462.165951071,1699558.0056758441
ID,SE,10539913.655470336,11290024.396068336
IE,SE,1630828.7791776962,1686899.1158204733
IL,SE,3322941.2201872137,3680424.3292321023
IN,SE,5577622.560788015,6611962.527655067
IQ,SE,3484453.249279663,3827809.93423285
IT,SE,1979211.5184382475,2138400.018341843
JO,SE,3325622.181052835,3768847.9576159827
JP,SE,8183433.219230545,7994155.739279783
KH,SE,8734661.167921448,8743447.86013809
KR,SE,7441222.577686669,7478085.4701549085
KW,SE,4026945.5948920506,4328340.254183075
KZ,SE,3406470.560946211,3596228.9232968963
LT,SE,674560.8438969655,842440.5596010202
LV,SE,442153.6172241892,791491.6977828869
MA,SE,3356753.6118723196,3634190.6615241133
MK,SE,1943402.765851216,2292694.298274473
MX,SE,9596436.41800333,9066132.143362774
MY,SE,9355295.533218872,10163591.014896147
NL,SE,1127088.5641526969,1192614.8395995495
NO,SE,416904.78785309376,261242.03013159047
NZ,SE,17461631.7951904,17412871.90374883
OM,SE,5072682.160412751,5571425.706897254
PE,SE,11462117.054819517,11052651.094396329
PH,SE,9335566.314264778,9604664.084341552
PK,SE,4883743.580333211,5295586.691572138
PL,SE,808186.1249209006,1152892.9116723484
PT,SE,2992256.1775527587,2947856.048889982
QA,SE,4586460.732409115,4875057.994037343
RO,SE,1743981.9369171727,1892378.797157444
RS,SE,1622398.6755596686,2041589.9406750945
RU,SE,1228817.6835852298,4260064.702249343
SA,SE,4459303.746170544,4689828.097049482
SE,SE,0,0
SG,SE,9654747.693242695,9821715.679718805
SI,SE,1496070.2415989249,1753314.2536916877
SK,SE,1244945.4512193566,1510467.3446669134
TH,SE,8278826.591238676,8287952.065651182
TR,SE,2395755.863261431,2889644.90262661
TW,SE,8362214.746622272,8466926.803797571
UA,SE,1267505.8574083892,1789188.5414850086
US,SE,6642097.71773058,7245087.240157308
VN,SE,7892768.283876752,8580754.013596643
ZA,SE,9514861.610929845,10289073.003079161
AE,SG,5909974.3103465075,5920886.443979389
AR,SG,15895159.74518207,16189052.919569299
AT,SG,9723945.249590939,9942092.651966656
AU,SG,6220461.779227581,4463894.993735214
BA,SG,9554908.867728578,9591029.775499795
BE,SG,10573391.37598367,10587022.229030713
BG,SG,9147595.071631132,9004961.397686293
BH,SG,6331529.973560962,6323851.758145035
BR,SG,16544191.815216687,17502338.470162988
BY,SG,9008005.8357862,8950948.38864972
CA,SG,14836480.45555615,12993357.621549925
CH,SG,10399196.855823968,10347101.63037345
CL,SG,16411557.688952718,16802952.648503937
CO,SG,19338752.415927008,19279073.013653133
CZ,SG,9866339.727566374,9816334.98421743
DE,SG,9935747.993413292,10128199.44039986
DK,SG,9979553.518133586,10128950.44026409
DZ,SG,10892861.102899324,11006226.340637278
EE,SG,9279995.574764038,9192046.102843178
EG,SG,8274235.4818599345,8345520.8478450095
ES,SG,11400334.2783242,11425533.244389735
FI,SG,9281475.45741651,9289747.149164207
FR,SG,10748455.209788334,10817198.212534895
GB,SG,10864471.287252836,11045835.846984524
GR,SG,9063733.968399312,9214113.96595834
HK,SG,2588983.9841169836,NA
HR,SG,9750486.80289514,9777449.733760756
HU,SG,9518932.144126298,9437042.384659477
ID,SG,896118.707711048,1935928.6128153163
IE,SG,11218433.402875029,11331589.16179072
IL,SG,7930247.035046928,7959783.073576189
IN,SG,4151890.7260895916,3578715.2092192024
IQ,SG,7130308.72348904,7150204.308469159
